code|description
51412000|servicios de instalación de equipos de odontología y sus especialidades
51413000|servicios de instalación de equipos de radioterapia
51414000|servicios de instalación de equipos de mecanoterapia
51415000|servicios de instalación de equipos de electroterapia
51416000|servicios de instalación de equipos de fisioterapia
51420000|servicios de instalación de equipo quirúrgico
51430000|servicios de instalación de equipo técnico de laboratorio
51500000|servicios de instalación de maquinaria y equipos
51510000|servicios de instalación de maquinaria y equipos de uso general
51511000|servicios de instalación de equipos de elevación y de manipulación, excepto ascensores y escaleras mecánicas
51511100|servicios de instalación de equipos de elevación
51511110|servicios de instalación de grúas
51511200|servicios de instalación de equipos de manipulación
51511300|servicios de instalación de equipos suspendidos de acceso
51511400|servicios de instalación de equipos transportadores automáticos
51514000|servicios de instalación de maquinaria diversa de uso general
51514100|servicios de instalación de maquinaria y aparatos para filtrar o depurar líquidos
51514110|servicios de instalación de maquinaria y aparatos para filtrar o depurar agua
51520000|servicios de instalación de maquinaria agrícola y forestal
51521000|servicios de instalación de maquinaria agrícola
51522000|servicios de instalación de maquinaria forestal
51530000|servicios de instalación de máquinas herramienta
51540000|servicios de instalación de maquinaria y equipos para usos especiales
51541000|servicios de instalación de maquinaria para extracción, construcción y metalurgia
51541100|servicios de instalación de maquinaria para la minería
51541200|servicios de instalación de maquinaria para explotación de canteras
51541300|servicios de instalación de maquinaria para la construcción
51541400|servicios de instalación de maquinaria para la metalurgia
51542000|servicios de instalación de maquinaria para la elaboración de alimentos, bebidas y tabaco
51542100|servicios de instalación de maquinaria para la elaboración de alimentos
51542200|servicios de instalación de maquinaria para la elaboración de bebidas
51542300|servicios de instalación de maquinaria para la elaboración de tabaco
51543000|servicios de instalación de maquinaria para la producción de textiles, prendas de vestir y cuero
51543100|servicios de instalación de maquinaria para la producción de textiles
51543200|servicios de instalación de maquinaria para la producción de prendas de vestir
51543300|servicios de instalación de maquinaria para la producción de cuero
51543400|servicios de instalación de máquinas para lavar y para secar ropa y máquinas para limpieza en seco
51544000|servicios de instalación de maquinaria para la producción de papel y cartón
51544100|servicios de instalación de maquinaria para la producción de papel
51544200|servicios de instalación de maquinaria para la producción de cartón
51545000|servicios de instalación de buzones de exterior
51550000|servicios de instalación de sistemas de armas
51600000|servicios de instalación de ordenadores y equipo de oficina
51610000|servicios de instalación de ordenadores y de equipo para procesamiento de la información
51611000|servicios de instalación de ordenadores
51611100|servicios de instalación de equipo informático
51611110|servicios de instalación de pantallas o paneles de anuncios de salidas y llegadas para aeropuertos
51611120|servicios de instalación de pantallas o paneles de anuncios de salidas y llegadas para estaciones de tren
51612000|servicios de instalación de equipo para procesamiento de la información
51620000|servicios de instalación de equipo de oficina
51700000|servicios de instalación de equipos de protección contra incendios
51800000|servicios de instalación de recipientes de metal
51810000|servicios de instalación de cisternas
51820000|servicios de instalación de depósitos
51900000|servicios de instalación de sistemas de guía y control
55000000|servicios comerciales al por menor de hostelería y restauración
55100000|servicios de hostelería
55110000|servicios de alojamiento hotelero
55120000|servicios de reuniones y congresos en hoteles
55130000|otros servicios hoteleros
55200000|zonas de acampada y otros alojamientos no hoteleros
55210000|servicios de albergues juveniles
55220000|servicios para acampada
55221000|servicios para acampada con caravana
55240000|servicios de centros de vacaciones y hogares de vacaciones
55241000|servicios de centros de vacaciones
55242000|servicios de hogares de vacaciones
55243000|servicios de colonias de vacaciones para niños
55250000|servicios de arrendamiento de alojamiento amueblado de corta duración
55260000|servicios de coches cama
55270000|servicios prestados por establecimientos de alojamiento que ofrecen cama y desayuno
55300000|servicios de restaurante y de suministro de comidas
55310000|servicios de camareros de restaurante
55311000|servicios de camareros de restaurante para clientela restringida
55312000|servicios de camareros de restaurante para clientela en general
55320000|servicios de suministro de comidas
55321000|servicios de preparación de comidas
55322000|servicios de elaboración de comidas
55330000|servicios de cafetería
55400000|servicios de suministro de bebidas
55410000|servicios de gestión de bares
55500000|servicios de cantina y de suministros de comidas desde el exterior
55510000|servicios de cantina
55511000|servicios de cantina y otros servicios de cafetería para clientela restringida
55512000|servicios de gestión de cantina
55520000|servicios de suministro de comidas desde el exterior
55521000|servicios de suministro de comidas para particulares
55521100|servicios de entrega de comidas a domicilio
55521200|servicios de entrega de comidas
55522000|servicios de suministro de comidas para empresas de transporte
55523000|servicios de suministro de comidas para otras empresas e instituciones
55523100|servicios de comidas para escuelas
55524000|servicios de suministro de comidas para escuelas
55900000|servicios comerciales al por menor
60000000|servicios de transporte (excluido el transporte de residuos)
60100000|servicios de transporte por carretera
60112000|servicios de transporte por la vía pública
60120000|servicios de taxi
60130000|servicios especiales de transporte de pasajeros por carretera
60140000|transporte no regular de pasajeros
60150000|transporte de pasajeros en vehículos de tracción animal
60160000|transporte de correspondencia por carretera
60161000|servicios de transporte de paquetes
60170000|alquiler de vehículos para el transporte de pasajeros con conductor
60171000|alquiler de automóviles de pasajeros con conductor
60172000|alquiler de autobuses y autocares con conductor
60180000|alquiler de vehículos de transporte de mercancías con conductor
60181000|alquiler de camiones con conductor
60182000|alquiler de vehículos industriales con conductor
60183000|alquiler de camionetas con conductor
60200000|servicios de transporte ferroviario
60210000|servicios de transporte público por ferrocarril
60220000|transporte de correspondencia por ferrocarril
60300000|servicios de transporte por tuberías
60400000|servicios de transporte aéreo
60410000|servicios de transporte aéreo regular
60411000|servicios de transporte de correo aéreo regular
60420000|servicios de transporte aéreo no regular
60421000|servicios de transporte de correo aéreo no regular
60423000|servicios chárter
60424000|alquiler de medios de transporte aéreo con tripulación
60424100|alquiler de aeronaves con tripulación
60424110|alquiler de aeronaves de ala fija con tripulación
60424120|alquiler de helicópteros con tripulación
60440000|servicios aéreos y servicios conexos
60441000|servicios de pulverización aérea
60442000|servicios de extinción aérea de incendios forestales
60443000|servicios de rescate aéreo
60443100|servicios de rescate aéreo-marítimo
60444000|servicios de explotación de aeronaves
60444100|servicios de piloto
60445000|servicios de operación de aeronaves
60500000|servicios de transporte espacial
60510000|servicios de lanzamiento de satélites
60520000|servicios de carga útil experimental
60600000|servicios de transporte por vías navegables
60610000|servicios de transporte en transbordador
60620000|transporte de correspondencia por vías navegables
60630000|servicios de embarcaciones para tendido de cables
60640000|transportes marítimos
60650000|alquiler de medios de transporte por vías navegables con tripulación
60651000|alquiler de embarcaciones con tripulación
60651100|alquiler de embarcaciones de navegación marítima, con tripulación
60651200|alquiler de barcos de navegación interior con tripulación
60651300|servicios de buques anticontaminantes
60651400|servicios de buques de cargas pesadas
60651500|servicios de buques de socorro
60651600|servicios de embarcaciones de suministro en alta mar
60653000|alquiler de barcos con tripulación
63000000|servicios de transporte complementarios y auxiliares; servicios de agencias de viajes
63100000|servicios de carga, descarga y almacenamiento
63110000|servicios de manipulación de la carga
63111000|servicios de carga y descarga de contenedores
63112000|servicios de manipulación de equipajes
63112100|servicios de manipulación de equipajes de pasajeros
63112110|servicios de recogida de equipaje
63120000|servicios de almacenamiento y depósito
63121000|servicios de almacenamiento y recuperación
63121100|servicios de almacenamiento
63121110|servicios de almacenamiento de gas
63122000|servicios de depósito
63500000|servicios de agencia de viajes, operadores turísticos y asistencia al turista
63510000|servicios de agencias de viajes y servicios similares
63511000|organización de viajes combinados
63512000|servicios de venta de billetes y de viajes combinados
63513000|servicios de información turística
63514000|servicios de guías de turismo
63515000|servicios de viajes
63516000|servicios de gestión de viajes
63520000|servicios de compañía de transporte
63521000|servicios de compañía de transporte de carga
63522000|servicios de corretaje marítimo
63523000|servicios de agencias portuarias y expedidoras
63524000|servicios de preparación de documentos de transporte
63700000|servicios complementarios para el transporte terrestre, marítimo y aéreo
63710000|servicios complementarios para el transporte terrestre
63711000|servicios complementarios para el transporte ferroviario
63711100|servicios de monitorización de trenes
63711200|servicios de talleres móviles
63712000|servicios complementarios para el transporte por carretera
63712100|servicios de estaciones de autobuses
63712200|servicios de explotación de autopistas
63712210|servicios de peaje en autopistas
63712300|servicios de explotación de puentes y túneles
63712310|servicios de operación de puentes
63712311|servicios de peaje en puentes
63712320|servicios de explotación de túneles
63712321|servicios de peaje en túneles
63712400|servicios de estacionamiento
63712500|servicios de puente-báscula
63712600|servicios de repostaje de vehículos
63712700|servicios de control del tráfico
63712710|servicios de monitorización del tráfico
63720000|servicios complementarios para transporte por vías navegables
63721000|servicios de explotación de puertos y vías de navegación y servicios asociados
63721100|servicios de reabastecimiento
63721200|servicios de explotación de puertos
63721300|servicios de explotación de vías de navegación
63721400|servicios de repostaje de buques
63721500|servicios de explotación de terminales de pasajeros
63722000|servicios de pilotaje naval
63723000|servicios de atraque
63724000|servicios de navegación
63724100|servicios de posicionamiento en alta mar
63724110|servicios de posicionamiento de buques faro
63724200|servicios de buques faro
63724300|servicios de posicionamiento de boyas
63724310|servicios de balizado con boyas
63724400|servicios de faro
63725000|servicios de salvamento y puesta a flote
63725100|servicios de salvamento de embarcaciones
63725200|servicios de embarcaciones de socorro
63725300|servicios de puesta a flote de embarcaciones
63726000|servicios varios de soporte al transporte por vías navegables
63726100|servicios de matriculación de embarcaciones
63726200|servicios de rompehielos
63726300|servicios de depósito de barcos
63726400|servicios de fletamento de barcos
63726500|servicios de amarre de embarcaciones
63726600|servicios de explotación de embarcaciones
63726610|servicios de botadura de buques
63726620|servicios de vehículos de control remoto (rov)
63726700|servicios de embarcaciones de pesca
63726800|servicios de barcos de investigación
63726900|servicios de manipulación de anclas
63727000|servicios de embarcaciones de remolque y tracción
63727100|servicios de remolque
63727200|servicios de tracción
63730000|servicios complementarios para el transporte aéreo
63731000|servicios de explotación de aeropuertos
63731100|servicios de coordinación de franjas horarias en los aeropuertos
63732000|servicios de control del tráfico aéreo
63733000|servicios de repostaje de aeronaves
63734000|servicios de hangares
64000000|servicios de correos y telecomunicaciones
64100000|servicios postales y de correo rápido
64110000|servicios postales
64111000|servicios postales relacionados con periódicos y revistas
64112000|servicios postales relacionados con cartas
64113000|servicios postales relacionados con paquetes
64114000|servicios de ventanilla de correos
64115000|alquiler de apartados de correos
64116000|servicios de lista de correos
64120000|servicios de correo rápido
64121000|servicios multimodales de correo
64121100|servicios de distribución postal
64121200|servicios de distribución de paquetes
64122000|servicios de correo interno
64200000|servicios de telecomunicaciones
64210000|servicios telefónicos y de transmisión de datos
64211000|servicios de teléfonos públicos
64211100|servicios de telefonía local
64211200|servicios de telefonía de larga distancia
64212000|servicios de telefonía móvil
64212100|servicios del servicio de mensajes cortos (sms)
64212200|servicios del servicio de mensajería multimedia (ems)
64212300|servicios del servicio de mensajes multimedia (mms)
64212400|servicios del protocolo de acceso inalámbrico (wap)
64212500|servicios del servicio general de radio por paquetes (gprs)
64212600|servicios de datos ampliados para la evolución de gsm (edge)
64212700|servicios del sistema universal de telefonía móvil (umts)
64212800|servicios de proveedor de telefonía de pago
64212900|servicios de proveedor de tarjetas telefónicas de prepago
64213000|servicios de redes telefónicas comerciales compartidas
64214000|servicios de redes telefónicas comerciales especializadas
64214100|servicios de alquiler de circuitos por satélite
64214200|servicios de centralitas telefónicas
64214400|alquiler de líneas terrestres de comunicación
64215000|servicios telefónicos pi
64216000|servicios de mensajería y de información electrónicas
64216100|servicios de mensajería electrónica
64216110|servicios de intercambio electrónico de datos
64216120|servicios de correo electrónico
64216130|servicios de télex
64216140|servicios de telegrafía
64216200|servicios de información electrónica
64216210|servicios de información con valor añadido
64216300|servicios de teletexto
64220000|servicios de telecomunicaciones, excepto servicios telefónicos y de transmisión de datos
64221000|servicios de interconexión
64222000|servicios de teletrabajo
64223000|servicios de radiobúsqueda
64224000|servicios de teleconferencia
64225000|servicios de telecomunicaciones aire-tierra
64226000|servicios de telemática
64227000|servicios de telecomunicaciones integradas
64228000|servicios de transmisión de programas de televisión y de radio
64228100|servicios de transmisión de programas de televisión
64228200|servicios de transmisión de programas de radio
65000000|servicios públicos
65100000|distribución de agua y servicios conexos
65110000|distribución de agua
65111000|distribución de agua potable
65120000|explotación de una planta depuradora de agua
65121000|servicios de desmineralización del agua
65122000|servicios de desalinización del agua
65123000|servicios de ablandamiento del agua
65130000|explotación del suministro de agua
65200000|distribución de gas y servicios conexos
65210000|distribución de gas
65300000|distribución de electricidad y servicios conexos
65310000|distribución de electricidad
65320000|explotación de instalaciones eléctricas
65400000|otras fuentes de aprovisionamiento y distribución de energía
65410000|explotación de una central eléctrica
65500000|servicio de lectura de contadores
66000000|servicios financieros y de seguros
66100000|servicios bancarios y de inversión
66110000|servicios bancarios
66111000|servicios prestados por los bancos centrales
66112000|servicios de depósito de fondos
66113000|servicios de concesión de crédito
66113100|servicios de concesión de microcréditos
66114000|servicios de arrendamiento financiero
66115000|servicios de transferencias internacionales
66120000|servicios bancarios de inversiones y servicios relacionados
66121000|servicios de fusiones y adquisiciones
66122000|servicios de financiación de empresas y de capital riesgo
66130000|servicios de corretaje y servicios relativos a valores y mercancías
66131000|servicios de corretaje de valores
66131100|servicios de inversión en los fondos de jubilaciones
66132000|servicios de corretaje de mercancías
66133000|servicios de tramitación y liquidación
66140000|servicios de gestión de cartera
66141000|servicios de gestión de fondos de pensiones
66150000|servicios de administración de los mercados financieros
66151000|servicios operativos del mercado financiero
66151100|servicios de venta minorista electrónica
66152000|servicios de regulación del mercado financiero
66160000|servicios fiduciarios y de custodia
66161000|servicios fiduciarios
66162000|servicios de custodia
66170000|servicios de asesoramiento financiero, de procesamiento de transacciones financieras y de cámara de compensación
66171000|servicios de asesoramiento financiero
66172000|servicios de procesamiento de transacciones financieras y de cámara de compensación
66180000|servicios de cambio de divisas
66190000|servicios de corretaje de préstamos
66500000|servicios de seguros y pensiones
66510000|servicios de seguros
66511000|servicios de seguros de vida
66512000|servicios de seguros de accidentes y de enfermedad
66512100|servicios de seguros de accidentes
66512200|servicios de seguros de asistencia médica
66512210|servicios de seguro voluntario de asistencia médica
66512220|servicios de seguros médicos
66513000|servicios de seguros de defensa jurídica y de seguros a todo riesgo
66513100|servicios de seguros de defensa jurídica
66513200|servicios de seguros de todo riesgo para la construcción
66514000|seguros de flete y servicios de seguros relacionados con el transporte
66514100|seguros relacionados con el transporte
66514110|servicios de seguros de automóviles
66514120|servicios de seguro marítimo, de aviación y de transportes de otro tipo
66514130|servicios de seguros de ferrocarril
66514140|servicios de seguros de aeronaves
66514150|servicios de seguros de embarcaciones
66514200|servicios de seguros de fletes
66515000|servicios de seguros de daños
66515100|servicios de seguros de incendio
66515200|servicios de seguros de cosas
66515300|servicios de seguros contra inclemencias del tiempo y pérdida financiera
66515400|servicios de seguros contra las inclemencias del tiempo
66515410|servicios de seguros contra pérdidas financieras
66515411|servicios de seguros de pérdida pecuniaria
66516000|servicios de seguros de responsabilidad civil
66516100|servicios de seguros de responsabilidad civil de automóviles
66516200|servicios de seguros de responsabilidad civil de aeronaves
66516300|servicios de seguros de responsabilidad civil de embarcaciones
66516400|servicios de seguros de responsabilidad civil general
66516500|servicios de seguros de responsabilidad profesional
66517000|servicios de seguros de crédito y caución
66517100|servicios de seguros de crédito
66517200|servicios de seguros de caución
66517300|servicios de seguros de administración de riesgos
66518000|servicios de corretaje y de agencias de seguros
66518100|servicios de corretaje de seguros
66518200|servicios de compañías de seguros
66518300|servicios de peritaje de daños
66519000|servicios de seguros de ingeniería, complementarios, de liquidación de avería gruesa, de liquidación de siniestros, actuariales y de rescates
66519100|servicios de seguros de plataformas de petróleo o de gas
66519200|servicios de seguros de ingeniería
66519300|servicios de seguros complementarios
66519310|servicios de asesoramiento en materia de seguros
66519400|servicios de liquidación de avería gruesa
66519500|servicios de liquidación de siniestros
66519600|servicios actuariales
66519700|servicios de gestión de rescates
66520000|servicios de pensiones
66521000|servicios de planes de pensiones individuales
66522000|servicios de pensiones de grupo
66523000|servicios de asesoramiento sobre fondos de pensiones
66523100|servicios de administración de fondos de pensiones
66600000|servicios de tesorería
66700000|servicios de reaseguro
66710000|servicios de reaseguro de vida
66720000|servicios de reaseguro de accidente y enfermedad
70000000|servicios inmobiliarios
70100000|servicios inmobiliarios relacionados con bienes raíces propios
70110000|servicios de promoción de bienes raíces
70111000|promoción de bienes raíces residenciales
70112000|promoción de bienes raíces no residenciales
70120000|compraventa de bienes raíces
70121000|servicios de compra o venta de edificios
70121100|servicios de venta de edificios
70121200|servicios de compra de edificios
70122000|servicios de compra o venta de terrenos
70122100|servicios de venta de terrenos
70122110|servicios de venta de terrenos desocupados
70122200|servicios de compra de terrenos
70122210|servicios de compra de terrenos desocupados
70123000|venta de bienes raíces
70123100|venta de bienes raíces residenciales
70123200|venta de bienes raíces no residenciales
70130000|servicios de arrendamiento de bienes raíces propios
70200000|servicios de alquiler o arrendamiento financiero relativos a bienes raíces propios
70210000|servicios de alquiler o arrendamiento financiero relativos a bienes raíces residenciales propios
70220000|servicios de alquiler o arrendamiento financiero relativos a bienes raíces no residenciales propios
70300000|servicios varios de agencias inmobiliarias a comisión o por contrato
70310000|servicios de alquiler o venta de edificios
70311000|servicios de alquiler o venta de edificios residenciales
70320000|servicios de alquiler o venta de terrenos
70321000|servicios de alquiler de terrenos
70322000|servicios de alquiler o venta de terrenos desocupados
70330000|servicios de administración de bienes raíces a comisión o por contrato
70331000|servicios relacionados con propiedades residenciales
70331100|servicios de gestión de instituciones
70332000|servicios relacionados con propiedades no residenciales
70332100|servicios de administración de terrenos
70332200|servicios de administración de propiedades comerciales
70332300|servicios relacionados con la propiedad industrial
70333000|servicios relacionados con viviendas
70340000|servicios relacionados con la multipropiedad
71000000|servicios de arquitectura, construcción, ingeniería e inspección
71200000|servicios de arquitectura y servicios conexos
71210000|servicios de asesoramiento en arquitectura
71220000|servicios de diseño arquitectónico
71221000|servicios de arquitectura para edificios
71222000|servicios de arquitectura para instalaciones al aire libre
71222100|servicios de cartografía de zonas urbanas
71222200|servicios de cartografía de zonas rurales
71223000|servicios de arquitectura para trabajos de ampliación de edificios
71230000|servicios de organización de concursos de proyectos de arquitectura
71240000|servicios de arquitectura, ingeniería y planificación
71241000|estudio de viabilidad, servicios de asesoramiento, análisis
71242000|elaboración de proyectos y diseños, presupuestos
71243000|anteproyectos (sistemas e integración)
71244000|cálculo de costes, seguimiento de costes
71245000|proyectos presentados para aprobación, planos de ejecución y especificaciones
71246000|determinación y listado de cantidades necesarias para la construcción
71247000|supervisión del trabajo de construcción
71248000|supervisión del proyecto y documentación
71250000|servicios de arquitectura, ingeniería y agrimensura
71251000|servicios de arquitectura y de planimetría de edificios
71300000|servicios de ingeniería
71310000|servicios de consultoría en ingeniería y construcción
71311000|servicios de consultoría en ingeniería civil
71311100|servicios de asistencia en ingeniería civil
71311200|servicios de consultoría en sistemas de transporte
71311210|servicios de consultoría en materia de carreteras
71311220|servicios de ingeniería de caminos
71311230|servicios de ingeniería ferroviaria
71311240|servicios de ingeniería aeroportuaria
71311300|servicios de consultoría en infraestructura
71312000|servicios de consultoría en ingeniería de estructuras
71313000|servicios de consultoría en ingeniería ambiental
71313100|servicios de consultoría en control del ruido
71313200|servicios de consultoría en aislamiento acústico y acústica arquitectural
71313400|evaluación del impacto ambiental para la construcción
71313410|evaluación del riesgo o peligro para la construcción
71313420|normas ambientales para la construcción
71313430|análisis de indicadores ambientales para la construcción
71313440|servicios de evaluación del impacto ambiental (eia) para la construcción
71313450|seguimiento ambiental para la construcción
71314000|servicios de energía y servicios conexos
71314100|servicios de electricidad
71314200|servicios de gestión de energía
71314300|servicios de consultoría en rendimiento energético
71314310|servicios de física térmica para edificios
71315000|instalaciones técnicas de edificios
71315100|servicios de consultoría en construcción de edificios
71315200|servicios de consultoría en materia de edificios
71315210|servicios de consultoría en acometidas de edificios
71315300|servicios de planimetría de edificios
71315400|servicios de inspección de edificios
71315410|inspección del sistema de ventilación
71316000|servicios de consultoría en telecomunicaciones
71317000|servicios de consultoría en protección y control de riesgos
71317100|servicios de consultoría en protección y control de incendios y explosiones
71317200|servicios de salud y seguridad
71317210|servicios de consultoría en salud y seguridad
71318000|servicios de asesoramiento y consultoría en ingeniería
71318100|servicios de luminotecnia y de iluminación natural
71319000|servicios de peritaje
71320000|servicios de diseño técnico
71321000|servicios de diseño técnico de instalaciones mecánicas y eléctricas para edificios
71321100|servicios de evaluación económica de la construcción
71321200|servicios de diseño de sistemas de calefacción
71321300|servicios de consultoría en fontanería
71321400|servicios de consultoría en ventilación
71322000|servicios de diseño técnico para la construcción de obras de ingeniería civil
71322100|servicios de estudio de dimensiones para obras de ingeniería civil
71322200|servicios de diseño de tuberías
71322300|servicios de diseño de puentes
71322400|servicios de diseño de represas
71322500|servicios de diseño técnico de instalaciones de tráfico
71323000|servicios de diseño técnico del proceso y la producción industriales
71323100|servicios de diseño de sistemas eléctricos
71323200|servicios de diseño de ingeniería de instalaciones
71324000|servicios de estudio de dimensiones
71325000|servicios de proyecto de cimientos
71326000|servicios auxiliares de edificios
71327000|servicios de diseño de la estructura
71328000|servicios de verificación de la estructura
71330000|servicios diversos de ingeniería
71331000|servicios de ingeniería en materia de lodos de perforación
71332000|servicios de ingeniería geotécnica
71333000|servicios de ingeniería mecánica
71334000|servicios de ingeniería mecánica y eléctrica
71335000|estudios de ingeniería
71336000|servicios complementarios de ingeniería
71337000|servicios técnicos de protección contra la corrosión
71340000|servicios integrados de ingeniería
71350000|servicios científicos y técnicos relacionados con la ingeniería
71351000|servicios de prospección geológica, geofísica y otros tipos de prospección científica
71351100|servicios de preparación y análisis de testigos
71351200|servicios de consultoría en materia geológica y geofísica
71351210|servicios de consultoría en geofísica
71351220|servicios de consultoría en geología
71351300|servicios de análisis micropaleontológico
71351400|servicios de interpretación petrofísica
71351500|servicios de estudio de suelos
71351600|servicios de predicción del tiempo
71351610|servicios de meteorología
71351611|servicios de climatología
71351612|servicios de hidrometeorología
71351700|servicios de prospección científica
71351710|servicios de prospección geofísica
71351720|levantamiento geofísico de yacimientos arqueológicos
71351730|servicios de prospección geológica
71351800|servicios topográficos y de radiestesia
71351810|servicios topográficos
71351811|levantamiento topográfico de yacimientos arqueológicos
71351820|servicios de radiestesia
71351900|servicios de geología, oceanografía e hidrología
71351910|servicios de geología
71351911|servicios de fotogeología
71351912|servicios de geología estratigráfica
71351913|servicios de exploración geológica
71351914|servicios arqueológicos
71351920|servicios de oceanografía e hidrología
71351921|servicios de oceanografía estuarial
71351922|servicios de oceanografía física
71351923|servicios de mediciones batimétricas
71351924|servicios de exploración subacuática
71352000|servicios de topografía subterránea
71352100|servicios de sismología
71352110|servicios de estudios sismográficos
71352120|servicios de adquisición de datos sísmicos
71352130|servicios de recogida de datos sísmicos
71352140|servicios de tratamiento de datos sísmicos
71352300|servicios de exploración magnetométrica
71353000|servicios de mediciones topográficas de superficie
71353100|servicios de estudios hidrográficos
71353200|servicios de topografía dimensional
71354000|servicios de cartografía
71354100|servicios de cartografía digital
71354200|servicios de cartografía aérea
71354300|servicios de estudios catastrales
71354400|servicios hidrográficos
71354500|servicios de investigación marítima
71355000|servicios de agrimensura
71355100|servicios de fotogrametría
71355200|servicio oficial de topografía catastral
71356000|servicios técnicos
71356100|servicios de control técnico
71356200|servicios de asistencia técnica
71356300|servicios de apoyo técnico
71356400|servicios de planificación técnica
71400000|servicios de planificación urbana y de arquitectura paisajística
71410000|servicios de urbanismo
71420000|servicios de arquitectura paisajística
71421000|servicios de jardinería paisajística
71500000|servicios relacionados con la construcción
71510000|servicios de estudio del emplazamiento
71520000|servicios de supervisión de obras
71521000|servicios de supervisión del emplazamiento de la obra
71530000|servicios de consultoría en materia de construcción
71540000|servicios de gestión de obras
71541000|servicios de gestión de proyectos de construcción
71550000|servicios de herrería
71600000|servicios de ensayo, análisis y consultoría técnicos
71610000|servicios de ensayo y análisis de composición y pureza
71620000|servicios de análisis
71621000|servicios de ensayo o consultoría técnicos
71630000|servicios de inspección y ensayo técnicos
71631000|servicios de inspección técnica
71631100|servicios de inspección de maquinaria
71631200|servicios de inspección técnica de automóviles
71631300|servicios de inspección técnica de edificios
71631400|servicios de inspección técnica de estructuras de ingeniería
71631420|servicios de inspección relacionados con la seguridad marítima
71631430|servicios de verificación de fugas
71631440|servicios de control de flujos
71631450|servicios de inspección de puentes
71631460|servicios de inspección de represas
71631470|servicios de inspección de vías férreas
71631480|servicios de inspección de carreteras
71631490|servicios de inspección de pistas de aterrizaje
71632000|servicios de ensayo técnico
71632100|servicios de ensayo de válvulas
71632200|servicios de ensayo no destructivo
71700000|servicios de monitorización y control
71730000|servicios de inspección industrial
71731000|servicios de control de calidad industrial
71800000|servicios de consultoría en suministro de agua y en materia de desechos
71900000|servicios de laboratorio
72000000|servicios ti: consultoría, desarrollo de software, internet y apoyo
72100000|servicios de consultoría en equipo informático
72110000|servicios de consultoría en la selección del equipo informático
72120000|servicios de consultoría en recuperación de equipo informático en caso de catástrofe
72130000|servicios de consultoría en planificación de instalaciones informáticas
72140000|servicios de consultoría en pruebas de aceptación de equipo informático
72150000|servicios de consultoría en auditoría informática y en equipo informático
72200000|servicios de programación de software y de consultoría
72210000|servicios de programación de paquetes de software
72211000|servicios de programación de sistemas y software de usuario
72212000|servicios de programación de software de aplicación
72212100|servicios de desarrollo de software específico de un sector económico
72212110|servicios de desarrollo de software de puntos de venta
72212120|servicios de desarrollo de software de control de vuelos
72212121|servicios de desarrollo de software de control del tránsito aéreo
72212130|servicios de desarrollo de software de apoyo en tierra y de ensayos para la aviación
72212131|servicios de desarrollo de software de equipos de apoyo en tierra para la aviación
72212132|servicios de desarrollo de software de ensayos para la aviación
72212140|servicios de desarrollo de software de control del tráfico ferroviario
72212150|servicios de desarrollo de software de control industrial
72212160|servicios de desarrollo de software de bibliotecas
72212170|servicios de desarrollo de software de conformidad
72212180|servicios de desarrollo de software médico
72212190|servicios de desarrollo de software educativo
72212200|servicios de desarrollo de software de conexión en red, internet e intranet
72212210|servicios de desarrollo de software de conexión en red
72212211|servicios de desarrollo de software de interconectividad de plataformas
72212212|servicios de desarrollo de software de servidor de discos ópticos
72212213|servicios de desarrollo de software para mejorar el sistema operativo
72212214|servicios de desarrollo de software de sistemas operativos en red
72212215|servicios de desarrollo de software de desarrolladores de redes
72212216|servicios de desarrollo de software de emulación de terminal de conectividad de redes
72212217|servicios de desarrollo de software de proceso de transacciones
72212218|servicios de desarrollo de software de gestión de licencias
72212219|servicios diversos de desarrollo de software de conexión en red
72212220|servicios de desarrollo de software de internet e intranet
72212221|servicios de desarrollo de software de navegación en internet
72212222|servicios de desarrollo de software de servidores web
72212223|servicios de desarrollo de software de correo electrónico
72212224|servicios de desarrollo de software de edición de páginas web
72212300|servicios de desarrollo de software de creación de documentos, dibujo, tratamiento de imágenes, planificación y productividad
72212310|servicios de desarrollo de software de creación de documentos
72212311|servicios de desarrollo de software de gestión de documentos
72212312|servicios de desarrollo de software de edición electrónica
72212313|servicios de desarrollo de software de reconocimiento óptico de caracteres (ocr)
72212314|servicios de desarrollo de software de reconocimiento vocal
72212315|servicios de desarrollo de software de autoedición
72212316|servicios de desarrollo de software de presentación
72212317|servicios de desarrollo de software de tratamiento de textos
72212318|servicios de desarrollo de software de escáner
72212320|servicios de desarrollo de software de dibujo y tratamiento de imágenes
72212321|servicios de desarrollo de software de diseño asistido por ordenador (dao)
72212322|servicios de desarrollo de software de gráficos
72212323|servicios de desarrollo de software de fabricación asistida por ordenador (fao)
72212324|servicios de desarrollo de software de trazado de diagramas
72212325|servicios de desarrollo de software de diseño de formularios
72212326|servicios de desarrollo de software cartográfico
72212327|servicios de desarrollo de software de dibujo y pintura
72212328|servicios de desarrollo de software de tratamiento de imágenes
72212330|servicios de desarrollo de software de planificación y productividad
72212331|servicios de desarrollo de software de gestión de proyectos
72212332|servicios de desarrollo de software de planificación
72212333|servicios de desarrollo de software de gestión de contactos
72212400|servicios de desarrollo de software de transacciones comerciales y personales
72212410|servicios de desarrollo de software de gestión de inversiones y elaboración de declaraciones fiscales
72212411|servicios de desarrollo de software de gestión de inversiones
